no;age;education;married;nodegree;re74;re75;re78;Ins;race;treat;treat_multi
472;27;12;0;0;8816.7006;14322.581;19210.445;0;black;0;2
473;21;12;0;0;8816.7006;14859.677;5578.4178;1;black;0;3
474;25;12;1;0;8816.7006;16112.903;26599.078;1;white;0;3
475;21;13;1;0;8816.7006;17903.226;28224.578;1;white;0;3
476;27;12;1;0;8816.7006;44758.065;0;0;white;0;3
477;23;12;1;0;8840.2118;7161.2903;10416.495;1;white;0;2
478;21;12;1;0;8867.6415;14995.742;17732.719;1;white;0;3
479;23;14;1;0;8934.2566;12532.258;8866.3594;1;black;0;2
480;23;16;0;0;9012.6273;16490.661;19210.445;1;black;0;3
481;31;17;1;0;9012.6273;29465.129;39817.343;1;white;0;3
482;27;12;1;0;9067.4868;5370.9677;6649.7696;1;black;0;2
483;21;12;1;0;9169.3686;7161.2903;7388.6329;1;black;0;2
484;23;12;1;0;9169.3686;8271.2903;10403.195;0;black;0;2
485;19;12;1;0;9208.554;5550;11526.267;1;white;0;3
486;46;12;1;0;9284.9654;8504.0323;10376.596;0;white;0;2
487;24;12;1;0;9371.1731;2864.5161;2216.5899;1;white;0;2
488;20;13;0;0;9404.4807;0;8275.2688;0;hispanic;0;3
489;24;17;1;0;9404.4807;5370.9677;22904.762;1;white;0;3
490;23;12;1;0;9404.4807;9130.6452;11821.813;1;white;0;3
491;34;12;1;0;9404.4807;9166.4516;23475.164;0;white;0;3
492;35;12;1;0;9404.4807;9313.2581;11821.813;1;white;0;3
493;23;12;0;0;9404.4807;11834.032;16846.083;1;white;0;3
494;21;14;0;0;9420.1548;5370.9677;9900.768;1;black;0;2
495;21;12;1;0;9496.5662;8772.5806;10512.547;0;hispanic;0;3
496;26;12;1;0;9561.222;0;13299.539;1;white;0;2
497;23;13;1;0;9698.3707;8593.5484;23643.625;1;white;0;3
498;27;12;1;0;9698.3707;11279.032;14038.402;0;hispanic;0;3
499;50;12;1;0;9788.4969;9846.7742;13299.539;0;hispanic;0;3
500;27;12;1;0;9796.334;0;11821.813;1;black;0;2
501;25;12;1;0;9796.334;2685.4839;25121.352;1;white;0;3
502;21;12;1;0;9796.334;4296.7742;14777.266;1;black;0;2
503;21;13;1;0;9796.334;8593.5484;28787.591;1;white;0;3
504;33;12;0;0;9796.334;8951.6129;0;1;black;0;2
505;19;12;1;0;9796.334;9846.7742;20688.172;1;white;0;3
506;20;12;1;0;9796.334;10204.839;29258.986;0;white;0;3
507;22;12;1;0;9796.334;10741.935;11162.747;1;black;0;3
508;32;12;1;0;9796.334;11458.065;11821.813;1;white;0;3
509;24;13;1;0;9796.334;11458.065;11526.267;1;white;0;3
510;29;12;1;0;9796.334;12532.258;19210.445;1;black;0;2
511;23;12;1;0;9796.334;12532.258;11821.813;1;black;0;3
512;26;14;1;0;9796.334;13427.419;20688.172;1;white;0;3
513;20;12;1;0;9796.334;13427.419;10713.518;1;white;0;3
514;27;12;1;0;9796.334;14322.581;11821.813;1;black;0;3
515;24;12;1;0;9796.334;14322.581;33987.711;1;black;0;3
516;24;17;0;0;9796.334;16112.903;36943.164;1;white;0;3
517;21;13;0;0;9796.334;16112.903;20688.172;1;white;0;3
518;25;12;1;0;9796.334;21483.871;6649.7696;1;black;0;3
519;30;12;1;0;9796.334;25064.516;29554.531;0;black;0;2
520;26;12;0;0;9913.89;10741.935;15619.57;1;black;0;2
521;22;12;0;0;9951.1161;14322.581;14777.266;1;white;0;3
522;47;12;1;0;9968.7495;10523.516;11283.92;0;white;0;3
523;22;12;0;0;9992.2607;15754.839;19949.309;1;white;0;2
524;31;12;1;0;10188.187;8951.6129;9605.2227;0;black;0;2
525;35;12;1;0;10188.187;9309.6774;11821.813;1;white;0;3
526;49;12;1;0;10231.291;11082.097;6537.4624;0;white;0;2
527;25;13;0;0;10246.965;15396.774;12486.79;1;black;0;2
528;23;12;1;0;10290.069;10562.903;9221.0138;1;white;0;3
529;25;17;1;0;10384.114;22004.855;49429.954;1;white;0;3
530;23;16;1;0;10384.114;26854.839;11821.813;1;white;0;3
531;34;17;0;0;10580.041;7161.2903;5910.9063;1;white;0;3
532;21;12;1;0;10580.041;8056.4516;12117.358;0;white;0;3
533;27;12;0;0;10623.145;3222.5806;8866.3594;1;black;0;2
534;23;12;1;0;10775.967;5370.9677;11821.813;1;white;0;3
535;23;12;1;0;10775.967;7161.2903;16993.856;1;white;0;2
536;32;17;0;0;10775.967;7161.2903;0;1;white;0;3
537;27;12;1;0;10775.967;8951.6129;7536.4055;1;black;0;2
538;24;12;0;0;10775.967;9309.6774;8275.2688;1;black;0;2
539;34;12;1;0;10775.967;11637.097;14186.175;1;white;0;3
540;29;12;1;0;10775.967;12532.258;25860.215;0;white;0;3
541;28;14;1;0;10775.967;13427.419;0;0;white;0;3
542;18;12;0;0;10775.967;14322.581;21427.035;1;white;0;3
543;20;12;0;0;10775.967;16372.5;29554.531;1;black;0;2
544;25;13;1;0;10775.967;16739.516;18966.621;1;white;0;3
545;23;12;1;0;10775.967;20481.29;29391.982;1;black;0;2
546;26;17;1;0;10775.967;29182.258;35465.438;1;white;0;3
547;24;12;0;0;10873.931;15754.839;20132.547;1;white;0;3
548;23;12;1;0;10971.894;10204.839;31032.258;1;white;0;3
549;23;16;0;0;10971.894;18798.387;20924.608;1;white;0;3
550;26;12;1;0;11167.821;1074.1935;8866.3594;1;black;0;2
551;46;12;1;0;11167.821;7161.2903;17732.719;0;white;0;3
552;23;12;1;0;11167.821;7812.9677;14777.266;1;black;0;3
553;41;12;1;0;11167.821;10741.935;12412.903;0;white;0;3
554;19;12;1;0;11201.128;14143.548;24338.157;1;white;0;3
555;29;12;1;0;11259.906;9041.129;26599.078;0;white;0;3
556;24;12;0;0;11285.377;13069.355;10344.086;1;black;0;3
557;23;12;0;0;11328.481;2685.4839;29216.132;1;black;0;2
558;22;12;1;0;11363.747;4654.8387;13299.539;1;white;0;3
559;21;12;0;0;11363.747;9667.7419;13299.539;1;white;0;3
560;27;12;1;0;11363.747;12532.258;4137.6344;1;white;0;3
561;37;12;1;0;11430.363;11372.129;8866.3594;1;white;0;3
562;44;12;1;0;11559.674;7340.3226;27781.26;0;white;0;3
563;38;16;1;0;11559.674;7877.4194;17732.719;0;white;0;3
564;34;12;1;0;11755.601;0;11821.813;1;white;0;3
565;49;12;0;0;11755.601;0;0;0;white;0;2
566;23;12;1;0;11755.601;0;17732.719;1;white;0;3
567;28;14;1;0;11755.601;0;25874.992;1;black;0;2
568;43;12;1;0;11755.601;0;295.54531;0;white;0;3
569;28;16;0;0;11755.601;6445.1613;0;1;white;0;3
570;29;12;1;0;11755.601;9846.7742;20688.172;1;black;0;2
571;53;12;1;0;11755.601;9893.3226;5172.043;0;white;0;2
572;21;12;1;0;11755.601;10204.839;12560.676;1;white;0;3
573;24;13;1;0;11755.601;10741.935;31097.278;1;black;0;3
574;21;12;1;0;11755.601;10741.935;6649.7696;1;white;0;3
575;24;12;1;0;11755.601;11074.935;13742.857;1;white;0;3
576;21;12;0;0;11755.601;11637.097;10048.541;1;white;0;3
577;23;14;1;0;11755.601;11637.097;25121.352;0;white;0;3
578;28;12;1;0;11755.601;12532.258;0;1;white;0;3
579;28;12;1;0;11755.601;12532.258;0;0;white;0;2
580;25;17;1;0;11755.601;12621.774;28963.441;1;white;0;3
581;23;13;1;0;11755.601;13427.419;16254.992;1;white;0;3
582;30;12;1;0;11755.601;13635.097;26599.078;1;white;0;2
583;23;12;1;0;11755.601;13785.484;14186.175;1;white;0;2
584;26;12;1;0;11755.601;14322.581;20688.172;1;white;0;3
585;21;12;1;0;11755.601;14322.581;16254.992;0;black;0;2
586;26;12;1;0;11755.601;14322.581;17732.719;1;white;0;2
587;25;12;1;0;11755.601;14322.581;21427.035;1;black;0;3
588;22;12;1;0;11755.601;14465.806;18102.151;1;white;0;3
589;28;16;1;0;11755.601;15217.742;20688.172;1;white;0;3
590;22;13;1;0;11755.601;15217.742;0;1;black;0;3
591;24;16;1;0;11755.601;16112.903;31032.258;0;white;0;3
592;27;15;0;0;11755.601;16744.887;18442.028;1;black;0;3
593;19;12;0;0;11755.601;19335.484;16254.992;0;white;0;3
594;38;14;1;0;11755.601;19693.548;0;1;white;0;3
595;38;14;0;0;11755.601;21483.871;7388.6329;1;white;0;3
596;45;12;1;0;11771.275;11270.081;16822.439;0;white;0;2
597;26;12;1;0;11775.193;14150.71;16342.178;1;black;0;3
598;31;16;1;0;11784.99;9846.7742;5390.7465;0;white;0;3
599;25;13;1;0;11931.935;13824.871;12656.728;1;black;0;2
600;25;14;1;0;11973.079;14322.581;14777.266;1;white;0;3
601;22;12;1;0;12051.45;16025.177;13151.767;1;white;0;3
602;36;12;1;0;12147.454;13964.516;13299.539;0;white;0;3
603;27;12;1;0;12147.454;14322.581;20142.891;1;white;0;3
604;33;12;1;0;12147.454;16112.903;24382.488;1;white;0;3
605;27;12;1;0;12147.454;23274.194;26599.078;0;white;0;3
606;30;12;1;0;12225.825;10741.935;18962.187;1;black;0;2
607;46;12;1;0;12343.381;11637.097;11230.722;0;white;0;3
608;23;14;1;0;12343.381;12532.258;14186.175;1;white;0;3
609;25;16;1;0;12343.381;13606.452;21427.035;1;white;0;3
610;27;14;1;0;12419.792;16829.032;25178.983;1;white;0;3
611;49;16;1;0;12504.041;12353.226;12560.676;0;white;0;2
612;22;12;1;0;12539.308;12532.258;14369.413;0;white;0;3
613;28;16;1;0;12572.615;21483.871;23495.853;0;white;0;3
614;24;12;1;0;12658.823;19693.548;19210.445;1;black;0;2
615;37;17;1;0;12735.234;1306.9355;4236.6421;1;black;0;2
616;22;13;0;0;12735.234;12532.258;17732.719;1;white;0;3
617;23;17;0;0;12735.234;14322.581;28076.805;1;white;0;3
618;23;12;0;0;12735.234;14322.581;20688.172;1;black;0;2
619;26;12;1;0;12735.234;14322.581;14925.038;1;white;0;3
620;22;12;0;0;12735.234;16112.903;21131.49;0;white;0;2
621;31;14;1;0;12735.234;17724.194;29850.077;0;white;0;3
622;31;14;1;0;12735.234;17724.194;29850.077;1;white;0;3
623;54;12;1;0;12735.234;17894.274;19343.441;0;white;0;2
624;25;16;1;0;12735.234;18261.29;10521.413;1;black;0;3
625;28;12;1;0;12735.234;19693.548;17732.719;1;black;0;3
626;19;13;1;0;12735.234;19693.548;28815.668;1;white;0;3
627;26;17;1;0;12735.234;25064.516;26599.078;1;white;0;3
628;28;12;1;0;12813.605;7161.2903;16254.992;1;white;0;3
629;20;12;1;0;12931.161;2363.2258;14777.266;0;white;0;3
630;26;12;1;0;12931.161;11100;22165.899;0;white;0;3
631;25;17;1;0;12935.079;22379.032;36943.164;1;white;0;3
632;24;12;1;0;13029.124;13964.516;41571.404;1;white;0;2
633;22;12;1;0;13127.088;8951.6129;13595.084;0;white;0;3
634;27;17;1;0;13127.088;10741.935;29554.531;1;white;0;3
635;26;12;1;0;13127.088;12174.194;12687.76;0;white;0;3
636;27;12;1;0;13127.088;12353.226;11526.267;1;black;0;2
637;19;12;1;0;13127.088;12532.258;24382.488;1;white;0;3
638;29;17;1;0;13127.088;19693.548;0;1;white;0;3
639;20;12;1;0;13244.644;8772.5806;17289.401;1;white;0;3
640;25;12;1;0;13291.666;14202.629;14777.266;1;white;0;3
641;29;16;1;0;13323.014;5370.9677;17732.719;1;white;0;3
642;23;14;0;0;13323.014;12174.194;14777.266;1;white;0;3
643;28;12;1;0;13323.014;12532.258;10935.177;0;white;0;3
644;30;14;1;0;13323.014;14322.581;14777.266;1;white;0;3
645;26;16;1;0;13323.014;19693.548;19934.531;1;black;0;3
646;24;12;1;0;13493.47;16470.968;21035.438;0;hispanic;0;3
647;22;12;1;0;13518.941;13427.419;12560.676;1;black;0;2
648;27;12;1;0;13597.312;15833.613;13246.341;1;white;0;3
649;22;12;1;0;13665.886;17903.226;13299.539;1;black;0;3
650;42;13;1;0;13701.153;0;33987.711;1;white;0;3
651;22;12;1;0;13714.868;0;664.97696;1;black;0;2
652;47;12;1;0;13714.868;0;12560.676;0;white;0;2
653;26;12;1;0;13714.868;716.12903;22904.762;0;white;0;3
654;21;12;1;0;13714.868;3222.5806;14038.402;0;white;0;2
655;25;16;0;0;13714.868;6042.3387;0;1;white;0;3
656;25;12;1;0;13714.868;8235.4839;17732.719;1;black;0;3
657;23;12;0;0;13714.868;10741.935;15959.447;1;white;0;2
658;33;12;0;0;13714.868;11100;9605.2227;1;black;0;2
659;55;16;1;0;13714.868;11995.161;23531.318;0;black;0;2
660;47;12;1;0;13714.868;12433.79;14777.266;1;black;0;2
661;20;12;1;0;13714.868;12532.258;8866.3594;1;black;0;2
662;26;12;1;0;13714.868;12532.258;11821.813;1;black;0;2
663;31;12;1;0;13714.868;12532.258;14777.266;1;white;0;3
664;30;12;1;0;13714.868;12532.258;2563.8556;1;white;0;3
665;21;12;0;0;13714.868;13339.694;11651.874;1;black;0;3
666;28;17;1;0;13714.868;13427.419;6827.0968;1;white;0;3
667;24;12;1;0;13714.868;13427.419;17732.719;1;white;0;3
668;28;12;1;0;13714.868;13606.452;19210.445;1;white;0;3
669;23;12;0;0;13714.868;14322.581;22165.899;1;white;0;2
670;35;12;0;0;13714.868;15038.71;26599.078;1;white;0;3
671;27;14;1;0;13714.868;15217.742;13447.312;1;white;0;3
672;23;12;1;0;13714.868;15754.839;24205.161;0;white;0;3
673;24;12;1;0;13714.868;16112.903;16254.992;1;black;0;2
674;24;12;1;0;13714.868;16112.903;16254.992;0;white;0;3
675;39;12;1;0;13714.868;17008.065;14629.493;1;black;0;2
676;33;12;1;0;13714.868;18082.258;26081.874;1;white;0;3
677;45;14;1;0;13714.868;19102.742;30145.622;1;white;0;3
678;45;14;1;0;13714.868;19102.742;30145.622;0;white;0;3
679;27;12;1;0;13714.868;19425;25860.215;0;black;0;3
680;45;17;1;0;13714.868;23095.161;6649.7696;1;white;0;3
681;23;16;0;0;13714.868;25601.613;31623.349;1;white;0;3
682;26;17;1;0;13714.868;29540.323;29554.531;1;white;0;3
683;27;14;0;0;13812.831;17036.71;20688.172;1;black;0;3
684;21;14;1;0;13832.424;8777.9516;591.09063;1;white;0;3
685;20;12;1;0;13902.957;14322.581;19653.763;1;white;0;3
686;29;12;1;0;13910.794;7161.2903;19210.445;1;white;0;3
687;22;12;1;0;13910.794;8611.4516;16218.049;0;hispanic;0;3
688;24;12;0;0;13910.794;13427.419;19210.445;1;white;0;3
689;27;12;1;0;13910.794;14859.677;15072.811;0;white;0;3
690;23;12;1;0;14063.617;11100;14777.266;1;white;0;3
691;24;16;1;0;14067.536;24706.452;37829.8;1;white;0;3
692;23;16;0;0;14106.721;6266.129;2955.4531;1;white;0;3
693;33;14;1;0;14106.721;14322.581;17732.719;1;white;0;3
694;21;12;0;0;14106.721;17903.226;22165.899;1;white;0;3
695;23;12;1;0;14106.721;23453.226;0;1;white;0;3
696;20;12;1;0;14322.24;17903.226;14777.266;1;black;0;3
697;24;12;1;0;14373.181;19693.548;7388.6329;1;white;0;3
698;29;12;1;0;14392.774;15396.774;14777.266;1;black;0;2
699;34;12;1;0;14498.574;14322.581;10048.541;1;white;0;2
700;44;12;1;0;14498.574;14424.629;14579.25;0;white;0;2
701;23;12;1;0;14498.574;19335.484;19210.445;0;white;0;3
702;26;14;1;0;14506.411;17187.097;21678.249;1;black;0;3
703;51;12;1;0;14533.841;19245.968;17732.719;0;white;0;2
704;41;12;1;0;14684.705;23274.194;26599.078;0;white;0;2
705;37;13;1;0;14694.501;8951.6129;17732.719;0;white;0;3
706;26;16;1;0;14694.501;11637.097;20688.172;1;white;0;3
707;24;12;1;0;14694.501;11816.129;11821.813;1;black;0;2
708;22;14;1;0;14694.501;12532.258;21397.481;1;black;0;3
709;27;12;1;0;14694.501;13427.419;14079.779;1;black;0;3
710;23;13;1;0;14694.501;14322.581;20688.172;0;white;0;3
711;27;12;1;0;14694.501;14322.581;19210.445;1;white;0;3
712;28;12;1;0;14694.501;14859.677;19210.445;1;black;0;3
713;21;12;1;0;14694.501;15217.742;23643.625;1;white;0;3
714;28;12;1;0;14694.501;15933.871;0;1;white;0;3
715;22;13;1;0;14694.501;16112.903;0;1;white;0;3
716;20;12;1;0;14694.501;16112.903;26599.078;1;white;0;3
717;24;16;1;0;14694.501;16470.968;27337.942;1;white;0;3
718;22;12;1;0;14694.501;16829.032;21870.353;1;white;0;3
719;27;12;1;0;14694.501;16829.032;37829.8;0;hispanic;0;3
720;35;12;1;0;14694.501;17187.097;21279.263;1;black;0;2
721;23;16;1;0;14694.501;19693.548;29554.531;1;white;0;3
722;22;16;1;0;14694.501;19693.548;2955.4531;1;white;0;3
723;23;16;1;0;14694.501;23274.194;25121.352;1;white;0;3
724;20;12;1;0;14694.501;26854.839;31032.258;1;white;0;3
725;22;12;1;0;14790.505;14680.645;14038.402;1;black;0;2
726;24;12;1;0;14890.428;719.70968;27963.02;1;white;0;2
727;26;12;1;0;14890.428;10741.935;0;1;white;0;3
728;42;12;1;0;14988.391;11185.935;0;1;black;0;2
729;28;15;1;0;15082.436;18619.355;13986.682;1;white;0;3
730;24;13;1;0;15282.281;14322.581;32509.985;1;white;0;3
731;50;12;1;0;15282.281;14322.581;13151.767;0;white;0;2
732;50;12;1;0;15282.281;14322.581;13151.767;0;white;0;3
733;28;13;1;0;15282.281;14322.581;14038.402;1;white;0;3
734;25;12;1;0;15282.281;16112.903;25121.352;1;white;0;3
735;31;12;0;0;15282.281;17903.226;14777.266;1;black;0;2
736;32;16;1;0;15282.281;19693.548;28076.805;1;black;0;3
737;22;12;1;0;15282.281;19693.548;21870.353;1;white;0;3
738;22;13;1;0;15403.756;14320.79;18660.731;1;black;0;3
739;26;12;1;0;15411.593;8951.6129;11082.949;1;black;0;2
740;22;12;1;0;15478.208;8951.6129;14186.175;1;white;0;2
741;29;12;0;0;15478.208;14370.919;12615.352;0;white;0;3
742;53;17;1;0;15478.208;16399.355;15663.902;1;white;0;3
743;25;12;1;0;15478.208;17724.194;31327.803;1;white;0;3
744;26;12;1;0;15478.208;18175.355;19949.309;1;black;0;2
745;24;16;0;0;15587.927;19505.565;19210.445;1;white;0;3
746;27;17;0;0;15674.134;0;41376.344;1;white;0;3
747;46;12;1;0;15674.134;734.03226;20688.172;0;white;0;2
748;25;12;1;0;15674.134;3738.1935;10512.547;1;black;0;2
749;21;13;0;0;15674.134;4946.6613;1733.3733;1;white;0;3
750;37;12;1;0;15674.134;8951.6129;28076.805;0;white;0;2
751;37;12;1;0;15674.134;8951.6129;28076.805;0;white;0;2
752;28;15;1;0;15674.134;9452.9032;31032.258;1;black;0;3
753;22;12;0;0;15674.134;10741.935;28963.441;1;white;0;3
754;22;12;0;0;15674.134;11637.097;20688.172;1;white;0;3
755;27;12;1;0;15674.134;12532.258;19210.445;1;white;0;3
756;21;13;1;0;15674.134;12532.258;25121.352;1;black;0;2
757;49;16;1;0;15674.134;12890.323;17732.719;1;white;0;3
758;26;12;1;0;15674.134;13427.419;0;1;white;0;3
759;33;14;1;0;15674.134;13427.419;13890.63;1;white;0;3
760;28;15;1;0;15674.134;13785.484;15959.447;0;white;0;3
761;29;17;1;0;15674.134;14143.548;25860.215;1;white;0;3
762;54;16;1;0;15674.134;14322.581;11821.813;1;black;0;3
763;25;14;1;0;15674.134;14322.581;20702.949;0;hispanic;0;3
764;32;12;1;0;15674.134;14322.581;13299.539;1;white;0;2
765;40;12;1;0;15674.134;14322.581;16254.992;0;white;0;3
766;40;12;1;0;15674.134;14322.581;16254.992;1;white;0;2
767;27;16;1;0;15674.134;14322.581;22165.899;0;white;0;3
768;24;12;1;0;15674.134;14680.645;17732.719;1;white;0;3
769;43;12;1;0;15674.134;14680.645;13831.521;0;white;0;2
770;25;16;1;0;15674.134;15217.742;19062.673;1;white;0;3
771;26;12;1;0;15674.134;15217.742;15516.129;1;black;0;2
772;34;12;1;0;15674.134;15754.839;17732.719;1;black;0;3
773;21;13;1;0;15674.134;15933.871;25121.352;1;white;0;3
774;21;12;1;0;15674.134;16112.903;11821.813;1;black;0;3
775;23;12;1;0;15674.134;16202.419;19210.445;1;black;0;3
776;26;12;1;0;15674.134;16470.968;35022.12;1;white;0;3
777;28;14;1;0;15674.134;16757.419;16254.992;1;white;0;3
778;26;17;1;0;15674.134;16829.032;19210.445;1;white;0;3
779;20;14;0;0;15674.134;17008.065;26599.078;0;white;0;3
780;26;12;1;0;15674.134;17983.79;20688.172;1;black;0;2
781;21;12;1;0;15674.134;19693.548;19210.445;1;black;0;3
782;41;12;1;0;15674.134;19693.548;32509.985;0;white;0;3
783;28;16;1;0;15674.134;19693.548;28815.668;1;white;0;3
784;23;16;0;0;15674.134;21483.871;26599.078;1;white;0;3
785;22;12;1;0;15674.134;22916.129;31771.121;0;white;0;3
786;27;14;0;0;15674.134;23274.194;27337.942;0;hispanic;0;3
787;26;16;1;0;15674.134;23274.194;29554.531;1;white;0;3
788;54;12;1;0;15674.134;25064.516;0;0;white;0;3
789;54;12;1;0;15674.134;25064.516;0;1;white;0;3
790;54;12;0;0;15674.134;25064.516;20688.172;1;black;0;3
791;37;16;0;0;15674.134;26854.839;29258.986;0;white;0;3
792;32;13;1;0;15674.134;30435.484;22018.126;0;white;0;3
793;29;12;1;0;15678.053;17487.871;10196.313;1;white;0;3
794;22;13;1;0;15870.061;15826.452;35465.438;0;white;0;3
795;23;12;1;0;15870.061;30435.484;27781.26;1;black;0;3
796;36;12;1;0;15873.98;12727.403;17444.562;1;white;0;3
797;21;13;1;0;15960.187;21483.871;14777.266;1;white;0;3
798;21;12;1;0;15987.617;16291.935;14481.72;1;white;0;2
799;26;12;1;0;15987.617;17903.226;19505.991;1;black;0;2
800;28;12;1;0;15987.617;19693.548;13299.539;1;black;0;3
801;43;12;1;0;15989.576;14322.581;14777.266;0;white;0;3
802;27;12;1;0;16011.128;16112.903;20460.602;1;black;0;2
803;36;17;0;0;16015.047;30793.548;29584.086;1;white;0;3
804;23;12;1;0;16065.988;4833.871;25564.67;1;white;0;3
805;31;12;1;0;16065.988;15038.71;17732.719;0;white;0;3
806;25;14;1;0;16065.988;15217.742;18471.582;1;white;0;3
807;35;12;1;0;16065.988;16086.048;19210.445;1;black;0;2
808;23;16;1;0;16065.988;16829.032;20688.172;1;white;0;3
809;21;12;1;0;16065.988;20588.71;28815.668;1;white;0;3
810;22;12;0;0;16230.566;9846.7742;2955.4531;1;white;0;3
811;36;12;1;0;16261.914;21304.839;22165.899;1;black;0;2
812;21;12;1;0;16306.978;18529.839;11969.585;0;white;0;3
813;28;12;1;0;16393.185;13298.516;0;1;white;0;3
814;24;12;1;0;16457.841;8951.6129;21870.353;0;hispanic;0;2
815;30;12;0;0;16457.841;14680.645;15146.697;1;white;0;2
816;44;12;1;0;16457.841;16112.903;17289.401;0;white;0;3
817;30;12;1;0;16457.841;16650;19949.309;1;white;0;3
818;34;12;1;0;16457.841;16829.032;20688.172;0;white;0;2
819;26;16;1;0;16457.841;21483.871;40637.481;1;white;0;3
820;23;16;1;0;16457.841;21483.871;18471.582;1;white;0;3
821;20;12;0;0;16497.026;19604.032;19653.763;1;white;0;3
822;26;13;0;0;16653.768;3580.6452;8866.3594;0;white;0;3
823;21;12;1;0;16653.768;9846.7742;7388.6329;1;black;0;2
824;25;12;1;0;16653.768;12181.355;17732.719;1;white;0;3
825;23;15;1;0;16653.768;13427.419;16993.856;1;white;0;3
826;25;12;0;0;16653.768;14859.677;22904.762;1;black;0;2
827;28;16;1;0;16653.768;15396.774;17437.174;0;white;0;3
828;38;14;1;0;16653.768;16112.903;19505.991;0;white;0;2
829;29;17;1;0;16653.768;16112.903;17732.719;1;white;0;3
830;24;17;1;0;16653.768;16650;20688.172;1;white;0;3
831;25;16;1;0;16653.768;17008.065;21870.353;1;black;0;3
832;55;12;1;0;16653.768;17545.161;16254.992;0;white;0;2
833;30;14;1;0;16653.768;17545.161;0;1;white;0;3
834;21;12;0;0;16653.768;17903.226;19210.445;1;white;0;3
835;26;12;1;0;16653.768;17903.226;17732.719;0;white;0;3
836;34;12;1;0;16653.768;19532.419;16254.992;1;white;0;2
837;22;12;1;0;16653.768;19693.548;26007.988;1;white;0;3
838;22;16;0;0;16653.768;22737.097;37682.028;0;white;0;2
839;27;15;0;0;16653.768;23274.194;23643.625;0;white;0;3
840;26;12;0;0;16653.768;23274.194;2955.4531;0;white;0;3
841;26;16;1;0;16653.768;24706.452;29554.531;0;white;0;3
842;24;14;1;0;16653.768;28466.129;40637.481;1;black;0;3
843;26;14;0;0;16667.483;21483.871;28815.668;1;black;0;2
844;23;12;1;0;16708.627;10491.29;7565.9601;1;black;0;3
845;28;14;0;0;16849.695;12174.194;1921.0445;1;white;0;3
846;21;12;1;0;16849.695;15396.774;0;1;white;0;3
847;30;12;1;0;16849.695;17366.129;18978.442;1;white;0;3
848;24;12;1;0;16849.695;18619.355;25121.352;0;white;0;3
849;51;12;1;0;16849.695;19693.548;17732.719;0;white;0;3
850;21;14;0;0;16849.695;19693.548;35465.438;1;white;0;3
851;22;14;1;0;16849.695;21125.806;24086.943;1;black;0;3
852;24;12;1;0;16884.961;9311.4677;23080.611;1;white;0;3
853;23;15;1;0;16955.495;20844.726;25514.427;1;white;0;3
854;26;14;1;0;17045.621;25064.516;38716.436;1;white;0;3
855;45;12;1;0;17104.399;16381.452;18176.037;1;white;0;3
856;46;13;1;0;17241.548;15754.839;14777.266;1;white;0;3
857;29;12;1;0;17241.548;19686.387;33544.393;1;white;0;3
858;26;14;1;0;17241.548;20588.71;24530.261;1;white;0;3
859;27;16;1;0;17241.548;24885.484;22165.899;1;white;0;3
860;26;14;1;0;17437.475;7161.2903;14771.355;0;white;0;3
861;20;15;1;0;17437.475;8056.4516;18471.582;1;white;0;3
862;23;12;1;0;17437.475;12532.258;21427.035;1;white;0;3
863;30;16;1;0;17437.475;17867.419;15516.129;1;white;0;3
864;24;12;1;0;17437.475;22379.032;16254.992;1;white;0;2
865;23;12;1;0;17633.401;0;23643.625;1;white;0;3
866;34;12;1;0;17633.401;0;0;1;white;0;2
867;24;12;1;0;17633.401;4848.1935;22165.899;0;hispanic;0;3
868;43;12;1;0;17633.401;10741.935;21858.531;1;black;0;2
869;28;14;1;0;17633.401;12532.258;16254.992;1;black;0;3
870;20;12;1;0;17633.401;15217.742;28815.668;1;white;0;3
871;23;12;1;0;17633.401;15217.742;15516.129;1;black;0;3
872;27;14;1;0;17633.401;16112.903;26599.078;1;black;0;3
873;53;12;1;0;17633.401;16112.903;19210.445;0;white;0;3
874;28;16;1;0;17633.401;16112.903;22165.899;1;white;0;3
875;26;12;1;0;17633.401;16112.903;25121.352;1;white;0;3
876;25;15;1;0;17633.401;16112.903;18619.355;0;white;0;3
877;29;14;1;0;17633.401;17187.097;19699.573;0;white;0;3
878;26;12;1;0;17633.401;17416.258;23643.625;1;black;0;3
879;55;16;1;0;17633.401;17903.226;22165.899;0;white;0;3
880;22;12;1;0;17633.401;17903.226;14777.266;0;hispanic;0;3
881;33;12;1;0;17633.401;17903.226;15811.674;1;white;0;3
882;34;14;1;0;17633.401;17903.226;8866.3594;0;hispanic;0;3
883;24;12;1;0;17633.401;18440.323;19949.309;1;white;0;3
884;24;12;1;0;17633.401;18750.048;32509.985;1;white;0;3
885;26;12;1;0;17633.401;18798.387;18471.582;1;black;0;3
886;45;12;1;0;17633.401;18798.387;19949.309;0;white;0;2
887;22;12;1;0;17633.401;19693.548;23643.625;1;white;0;3
888;55;14;1;0;17633.401;19693.548;2068.8172;0;white;0;3
889;24;12;1;0;17633.401;19693.548;11526.267;1;white;0;3
890;23;12;1;0;17633.401;21546.532;4433.1797;1;white;0;3
891;24;13;0;0;17633.401;25064.516;22165.899;1;black;0;3
892;31;13;1;0;17633.401;25064.516;23643.625;1;white;0;3
